lat,lon,K
17.89472222,73.40111111,0.5912338905193313
17.89472222,73.40138889,0.18768519699998584
17.89472222,73.40222222,0.22586590673868967
17.89472222,73.40305556,0.6765840103214098
17.89472222,73.40333333,0.26330228403725914
17.89472222,73.40388889,0.48791345894829363
17.89472222,73.40416667,0.37710008081323626
17.89472222,73.40444444,0.26330228403725914
17.89472222,73.40472222,0.47219032226050217
17.89472222,73.40555556,0.5253427473664809
17.89472222,73.40694444,0.2116385238115492
17.89472222,73.40888889,0.306728765258815
17.89472222,73.43388889,0.22586590673868967
17.89472222,73.48111111,0.37710008081323626
17.89472222,73.48222222,0.3134632016219358
17.9125,74.90333333,0.483929508173479
17.91333333,74.64,0.2117448570172827
17.92888889,75.36361111,0.6349226603150298
17.94222222,74.88333333,0.6110118667857598
17.94666667,74.87388889,0.7065203521755773
17.94666667,74.87472222,0.6746203904555313
17.94888889,74.84638889,0.47613173975302336
17.94888889,74.84694444,0.8334113110175378
17.95,74.84611111,0.33293635603192834
17.95027778,74.84666667,0.8731090411580396
17.95055556,74.84638889,0.3017452823501056
17.95055556,74.84777778,0.09900330341825811
17.95083333,74.84805556,0.38893851105156446
17.95083333,74.85611111,0.7618136191569903
17.95083333,74.87611111,0.7065203521755773
17.95111111,74.85444444,0.43643400961252177
17.95138889,74.85361111,0.15075213020855485
17.95138889,74.85583333,0.38893851105156446
17.95166667,74.85138889,0.8334113110175378
17.95166667,74.85805556,0.2776430890505154
17.95166667,74.86527778,0.2138431656104235
17.95194444,74.85305556,0.30528972254122183
17.95222222,74.85194444,0.8731090411580396
17.9525,74.87,0.47613173975302336
17.95277778,74.85583333,0.9369089645981313
17.95305556,74.84972222,0.43643400961252177
17.95305556,74.85722222,0.6349226603150298
17.95333333,74.84861111,0.5080317014730693
17.95333333,74.85611111,0.5796293933336168
17.95333333,74.86638889,0.47613173975302336
17.95333333,74.87583333,0.6739115024173081
17.95444444,74.84944444,0.7540158507365347
17.95444444,74.89638889,0.28544085747097103
17.95472222,74.8625,0.3095430507705613
17.95472222,74.88416667,0.47613173975302336
17.955,74.87027778,0.38893851105156446
17.95527778,74.83472222,0.539222775154892
17.95527778,74.86055556,0.460536202912112
17.95527778,74.86111111,0.6108204670154396
17.95527778,74.86138889,0.65902485361462
17.95527778,74.86166667,0.6746203904555313
17.95555556,74.85611111,0.7540158507365347
17.95555556,74.86222222,0.5796293933336168
17.95555556,74.86583333,0.801511349297492
17.95555556,74.86694444,0.515829469893525
17.95555556,74.87333333,0.5555272000340266
17.95555556,74.87555556,0.5002339330526137
17.95583333,74.87305556,0.7065203521755773
17.95583333,74.87444444,0.317340819191017
17.95583333,74.8775,0.23794535891001375
17.95611111,74.87194444,0.4123318163129315
17.95611111,74.875,0.5555272000340266
17.95638889,74.87166667,0.43643400961252177
17.95638889,74.87555556,0.43643400961252177
17.95666667,74.87583333,0.4917272765939347
17.95722222,74.85472222,0.7618136191569903
17.9575,74.85,0.6427204287354854
17.9575,74.85972222,0.5952249301745282
17.9575,74.86861111,0.6264160038563509
17.9575,74.87472222,0.6824181588759871
17.95777778,74.89055556,0.317340819191017
17.95805556,74.85,0.6186182354358952
17.95805556,74.86611111,0.4520295464534331
17.95805556,74.87222222,0.515829469893525
17.95805556,74.87833333,0.6987225837551216
17.95833333,74.85583333,0.8334113110175378
17.95861111,74.88805556,0.4442317780329774
17.95888889,74.85722222,0.8731090411580396
17.95888889,74.87694444,0.6193271234741184
17.95916667,74.85388889,0.6824181588759871
17.95916667,74.85638889,0.46762508329434443
17.95916667,74.86527778,0.7774091559979017
17.95916667,74.89472222,0.32513858761147263
17.95944444,74.85055556,0.5236272383139806
17.95944444,74.87583333,0.515829469893525
17.95944444,74.87777778,0.6668226220350757
17.95972222,74.8725,0.5952249301745282
17.95972222,74.895,0.340734124452384
17.95972222,75.52055556,0.2776430890505154
17.96,74.85888889,0.47613173975302336
17.96,74.85972222,0.8178157741766265
17.96,74.87416667,0.5711227368749379
17.96027778,74.8675,0.7299136574369445
17.96027778,74.91388889,0.43643400961252177
17.96055556,74.85888889,0.5555272000340266
17.96055556,74.86083333,0.32513858761147263
17.96055556,74.8625,0.26984532063005967
17.96055556,74.86694444,0.6583159655763968
17.96055556,74.875,0.515829469893525
17.96083333,74.86138889,0.7540158507365347
17.96083333,74.89388889,0.38043185459288553
17.96083333,74.90416667,0.317340819191017
17.96083333,74.91416667,0.3010363943118824
17.96111111,74.85333333,0.5952249301745282
17.96111111,74.865,0.3648363177519742
17.96111111,74.91138889,0.2138431656104235
17.96111111,75.09111111,0.3442785646435002
17.96138889,74.85944444,0.2932386258914267
17.96138889,74.86138889,0.3726340861724299
17.96138889,74.87361111,0.5477294316135709
17.96138889,74.87416667,0.22305871010732564
17.96138889,74.91555556,0.30883416273233805
17.96166667,74.85861111,0.7937135808770363
17.96166667,74.86305556,0.3017452823501056
17.96166667,74.87972222,0.317340819191017
17.96166667,74.90277778,0.317340819191017
17.96194444,74.86361111,0.5952249301745282
17.96194444,74.9025,0.3570385493315186
17.96194444,74.90333333,0.2060453971899678
17.96222222,74.86388889,0.6427204287354854
17.96222222,74.86527778,0.317340819191017
17.96222222,74.87944444,0.8334113110175378
17.96222222,74.88472222,0.6987225837551216
17.96222222,74.89305556,0.3570385493315186
17.9625,74.86583333,0.4201295847333872
17.9625,74.87166667,0.6739115024173081
17.9625,74.87722222,0.08907887088313271
17.9625,74.885,0.7065203521755773
17.96277778,74.86472222,0.8965023464194065
17.96277778,74.87027778,0.483929508173479
17.96277778,74.8725,0.4123318163129315
17.96277778,74.88611111,0.6271248918945741
17.96277778,74.90416667,0.317340819191017
17.96277778,74.905,0.3095430507705613
17.96305556,74.86722222,0.3010363943118824
17.96305556,74.88611111,0.317340819191017
17.96305556,74.90361111,0.2776430890505154
17.96305556,74.91527778,0.24574312733046944
17.96305556,74.91638889,0.3570385493315186
17.96333333,74.88583333,0.43643400961252177
17.96333333,74.8975,0.39673627947202017
17.96361111,74.87333333,0.24574312733046944
17.96361111,74.90305556,0.460536202912112
17.96388889,74.85666667,0.9758978067004097
17.96388889,74.87666667,0.2932386258914267
17.96388889,74.87972222,0.22164093403087917
17.96416667,74.86833333,0.5505649837664639
17.96416667,74.87027778,0.8334113110175378
17.96416667,74.87444444,0.28544085747097103
17.96416667,74.9225,0.47613173975302336
17.96444444,74.86722222,0.3960273914337969
17.96444444,74.87027778,0.49101838855571145
17.96444444,74.88,0.28544085747097103
17.96444444,74.90361111,0.4917272765939347
17.96472222,74.88222222,0.4917272765939347
17.96472222,74.88638889,0.6427204287354854
17.96472222,74.91416667,0.5073228134348461
17.965,74.88,0.30883416273233805
17.965,74.915,0.317340819191017
17.96527778,74.85805556,0.5470205435753477
17.96527778,74.88055556,0.43643400961252177
17.96527778,74.89166667,0.3010363943118824
17.96527778,74.9025,0.38822962301334124
17.96527778,74.92222222,0.11034551202983
17.96555556,74.86333333,0.4123318163129315
17.96555556,74.87166667,0.35278522110217914
17.96555556,74.91444444,0.16634766704946619
17.96555556,74.91694444,0.2535408957509251
17.96583333,74.89555556,0.6427204287354854
17.96611111,74.87416667,0.3010363943118824
17.96611111,74.88055556,0.6186182354358952
17.96611111,74.9025,0.38043185459288553
17.96611111,74.9175,0.4995250450143904
17.96638889,74.88277778,0.43643400961252177
17.96638889,74.88305556,0.4520295464534331
17.96638889,74.89111111,0.43643400961252177
17.96638889,74.89166667,0.3570385493315186
17.96638889,74.91777778,0.3570385493315186
