lat,lon,OC
17.89472222,73.40111111,0.6114285714285714
17.89472222,73.40138889,0.6342857142857143
17.89472222,73.40222222,0.3828571428571429
17.89472222,73.40305556,1.0
17.89472222,73.40388889,0.7942857142857143
17.89472222,73.40416667,0.8571428571428571
17.89472222,73.40472222,0.5714285714285714
17.89472222,73.40555556,0.8571428571428571
17.89472222,73.40694444,0.9485714285714285
17.89472222,73.40888889,0.8971428571428571
17.89472222,73.43388889,0.3828571428571429
17.89472222,73.48111111,0.8571428571428571
17.89472222,73.48222222,0.5371428571428571
17.9125,74.90333333,0.35428571428571426
17.91333333,74.64,0.41714285714285715
17.92888889,75.36361111,0.18285714285714286
17.94222222,74.88333333,0.27999999999999997
17.94666667,74.87388889,0.21714285714285714
17.94666667,74.87472222,0.49142857142857144
17.94888889,74.84638889,0.26857142857142857
17.94888889,74.84694444,0.33714285714285713
17.94972222,74.84694444,0.49142857142857144
17.95,74.84611111,0.1657142857142857
17.95027778,74.84666667,0.4228571428571429
17.95027778,74.85222222,0.5428571428571428
17.95055556,74.84638889,0.13142857142857142
17.95055556,74.84777778,0.25142857142857145
17.95083333,74.84805556,0.5085714285714286
17.95083333,74.85611111,0.1657142857142857
17.95083333,74.87611111,0.09714285714285713
17.95111111,74.85444444,0.4228571428571429
17.95138889,74.85361111,0.4228571428571429
17.95138889,74.85583333,0.5085714285714286
17.95166667,74.84805556,0.5257142857142857
17.95166667,74.85138889,0.5257142857142857
17.95166667,74.85805556,0.47428571428571425
17.95166667,74.86527778,0.37142857142857144
17.95194444,74.85305556,0.23428571428571426
17.95194444,74.85666667,0.4571428571428572
17.95222222,74.85194444,0.47428571428571425
17.9525,74.87,0.21714285714285714
17.95277778,74.85583333,0.23428571428571426
17.95305556,74.84972222,0.26857142857142857
17.95305556,74.85666667,0.14857142857142858
17.95305556,74.85722222,0.4057142857142857
17.95333333,74.84861111,0.33714285714285713
17.95333333,74.85611111,0.4057142857142857
17.95333333,74.86638889,0.18285714285714286
17.95333333,74.87583333,0.26857142857142857
17.95444444,74.84944444,0.33714285714285713
17.95444444,74.89638889,0.3885714285714285
17.95472222,74.8625,0.23428571428571426
17.95472222,74.88416667,0.25142857142857145
17.955,74.87027778,0.26857142857142857
17.95527778,74.83472222,0.3885714285714285
17.95527778,74.86055556,0.37714285714285717
17.95527778,74.86111111,0.4057142857142857
17.95527778,74.86138889,0.19999999999999998
17.95527778,74.86166667,0.14857142857142858
17.95555556,74.84944444,0.4057142857142857
17.95555556,74.85611111,0.44
17.95555556,74.86222222,0.4228571428571429
17.95555556,74.86583333,0.4228571428571429
17.95555556,74.86694444,0.11428571428571428
17.95555556,74.87333333,0.47428571428571425
17.95555556,74.87555556,0.44
17.95583333,74.87305556,0.3028571428571429
17.95583333,74.87444444,0.25142857142857145
17.95583333,74.8775,0.14857142857142858
17.95611111,74.87194444,0.5599999999999999
17.95611111,74.875,0.1657142857142857
17.95638889,74.84944444,0.47428571428571425
17.95638889,74.87166667,0.21714285714285714
17.95638889,74.87555556,0.13142857142857142
17.95666667,74.85111111,0.49142857142857144
17.95666667,74.87583333,0.17142857142857143
17.95722222,74.85333333,0.21714285714285714
17.95722222,74.85472222,0.49142857142857144
17.95722222,74.85916667,0.1657142857142857
17.9575,74.85,0.4228571428571429
17.9575,74.85972222,0.25142857142857145
17.9575,74.86861111,0.18857142857142858
17.9575,74.87472222,0.18285714285714286
17.95777778,74.89055556,0.26857142857142857
17.95805556,74.85,0.35428571428571426
17.95805556,74.86611111,0.5085714285714286
17.95805556,74.87222222,0.47428571428571425
17.95805556,74.87833333,0.23428571428571426
17.95833333,74.85583333,0.3028571428571429
17.95833333,74.85972222,0.33714285714285713
17.95861111,74.88805556,0.19999999999999998
17.95888889,74.85722222,0.3885714285714285
17.95888889,74.87694444,0.33714285714285713
17.95916667,74.85388889,0.21714285714285714
17.95916667,74.85638889,0.37142857142857144
17.95916667,74.86527778,0.4571428571428572
17.95916667,74.89472222,0.26857142857142857
17.95944444,74.85055556,0.1657142857142857
17.95944444,74.87583333,0.5085714285714286
17.95944444,74.87777778,0.18285714285714286
17.95972222,74.8725,0.5599999999999999
17.95972222,74.895,0.1657142857142857
17.95972222,75.52055556,0.19999999999999998
17.96,74.85888889,0.4057142857142857
17.96,74.85972222,0.37142857142857144
17.96,74.87416667,0.33714285714285713
17.96027778,74.8675,0.18857142857142858
17.96027778,74.91388889,0.06285714285714286
17.96055556,74.855,0.18285714285714286
17.96055556,74.85888889,0.44
17.96055556,74.86083333,0.33714285714285713
17.96055556,74.8625,0.3885714285714285
17.96055556,74.86694444,0.2857142857142857
17.96055556,74.875,0.4057142857142857
17.96083333,74.85722222,0.31999999999999995
17.96083333,74.86138889,0.4057142857142857
17.96083333,74.89388889,0.23428571428571426
17.96083333,74.90416667,0.19999999999999998
17.96083333,74.91416667,0.06285714285714286
17.96111111,74.85333333,0.13142857142857142
17.96111111,74.865,0.07999999999999999
17.96111111,74.91138889,0.19999999999999998
17.96111111,75.09111111,0.21142857142857144
17.96138889,74.85944444,0.19999999999999998
17.96138889,74.86138889,0.18285714285714286
17.96138889,74.87361111,0.23428571428571426
17.96138889,74.87416667,0.13142857142857142
17.96138889,74.91555556,0.1657142857142857
17.96166667,74.8575,0.33714285714285713
17.96166667,74.85861111,0.35428571428571426
17.96166667,74.86194444,0.1657142857142857
17.96166667,74.86305556,0.4571428571428572
17.96166667,74.87972222,0.35428571428571426
17.96166667,74.90277778,0.18285714285714286
