lat,lon,N
17.89472222,73.40111111,0.7674876647241569
17.89472222,73.40138889,0.7930719405470162
17.89472222,73.40222222,0.486060630672704
17.89472222,73.40388889,0.997746147129891
17.89472222,73.40472222,0.7163191130784382
17.89472222,73.43388889,0.486060630672704
17.89472222,73.48222222,0.6779426993441491
17.9125,74.90333333,0.447684216938415
17.91333333,74.64,0.20371987248472048
17.92888889,75.36361111,0.6182460557574774
17.94222222,74.88333333,0.2671830900119799
17.94666667,74.87388889,0.27712237811935264
17.94666667,74.87472222,0.6182460557574774
17.94888889,74.84638889,0.34108306767650104
17.94888889,74.84694444,0.4263639870860322
17.94972222,74.84694444,0.5756055960527118
17.95,74.84611111,0.21316168856220433
17.95027778,74.84666667,0.5329651363479462
17.95027778,74.85222222,0.6822067453146257
17.95055556,74.84638889,0.17052122885743873
17.95055556,74.84777778,0.31976283782411824
17.95083333,74.84805556,0.6395662856098602
17.95083333,74.85611111,0.21316168856220433
17.95083333,74.87611111,0.12788076915267313
17.95111111,74.85444444,0.5329651363479462
17.95138889,74.85361111,0.5329651363479462
17.95138889,74.85583333,0.6395662856098602
17.95166667,74.84805556,0.6608865154622429
17.95166667,74.85138889,0.6608865154622429
17.95166667,74.85805556,0.5969258259050946
17.95166667,74.86527778,0.4690044467907978
17.95194444,74.85305556,0.29844260797173544
17.95194444,74.85666667,0.5756055960527118
17.95222222,74.85194444,0.5969258259050946
17.9525,74.87,0.27712237811935264
17.95277778,74.85583333,0.29844260797173544
17.95305556,74.84972222,0.34108306767650104
17.95305556,74.85666667,0.19184145870982153
17.95305556,74.85722222,0.5116449064955634
17.95333333,74.84861111,0.4263639870860322
17.95333333,74.85611111,0.5116449064955634
17.95333333,74.86638889,0.2344819184145871
17.95333333,74.87583333,0.34108306767650104
17.95444444,74.84944444,0.4263639870860322
17.95444444,74.89638889,0.4903246766431805
17.95472222,74.8625,0.29844260797173544
17.95472222,74.88416667,0.31976283782411824
17.955,74.87027778,0.34108306767650104
17.95527778,74.83472222,0.4903246766431805
17.95527778,74.86055556,0.4903246766431805
17.95527778,74.86111111,0.5116449064955634
17.95527778,74.86138889,0.2558021482669699
17.95527778,74.86166667,0.19184145870982153
17.95555556,74.84944444,0.5116449064955634
17.95555556,74.85611111,0.34108306767650104
17.95555556,74.86222222,0.5329651363479462
17.95555556,74.86583333,0.5329651363479462
17.95555556,74.86694444,0.14920099900505596
17.95555556,74.87333333,0.5969258259050946
17.95555556,74.87555556,0.554285366200329
17.95583333,74.87305556,0.3837235273812666
17.95583333,74.87444444,0.31976283782411824
17.95583333,74.8775,0.19184145870982153
17.95611111,74.87194444,0.7035269751670085
17.95611111,74.875,0.21316168856220433
17.95638889,74.84944444,0.5969258259050946
17.95638889,74.87166667,0.27712237811935264
17.95638889,74.87555556,0.17052122885743873
17.95666667,74.85111111,0.6182460557574774
17.95666667,74.87583333,0.2344819184145871
17.95722222,74.85333333,0.27712237811935264
17.95722222,74.85472222,0.6182460557574774
17.95722222,74.85916667,0.21316168856220433
17.9575,74.85,0.5329651363479462
17.9575,74.85972222,0.31976283782411824
17.9575,74.86861111,0.3837235273812666
17.9575,74.87472222,0.2344819184145871
17.95777778,74.89055556,0.34108306767650104
17.95805556,74.85,0.447684216938415
17.95805556,74.86611111,0.6395662856098602
17.95805556,74.87222222,0.5969258259050946
17.95805556,74.87833333,0.29844260797173544
17.95833333,74.85583333,0.3837235273812666
17.95833333,74.85972222,0.4263639870860322
17.95861111,74.88805556,0.2558021482669699
17.95888889,74.85722222,0.4903246766431805
17.95888889,74.87694444,0.9339885073808606
17.95916667,74.85388889,0.27712237811935264
17.95916667,74.85638889,0.4690044467907978
17.95916667,74.86527778,0.5756055960527118
17.95916667,74.89472222,0.34108306767650104
17.95944444,74.85055556,0.21316168856220433
17.95944444,74.87583333,0.6395662856098602
17.95944444,74.87777778,0.2344819184145871
17.95972222,74.8725,0.7035269751670085
17.95972222,74.895,0.21316168856220433
17.95972222,75.52055556,0.35732705232593553
17.96,74.85888889,0.3624032975288838
17.96,74.85972222,0.4690044467907978
17.96,74.87416667,0.4263639870860322
17.96027778,74.8675,0.3837235273812666
17.96027778,74.91388889,0.08524030944790756
17.96055556,74.855,0.2344819184145871
17.96055556,74.85888889,0.48321793335905294
17.96055556,74.86083333,0.4263639870860322
17.96055556,74.8625,0.4903246766431805
17.96055556,74.86694444,0.3624032975288838
17.96055556,74.875,0.5116449064955634
17.96083333,74.85722222,0.4050437572336494
17.96083333,74.86138889,0.5116449064955634
17.96083333,74.89388889,0.29844260797173544
17.96083333,74.90416667,0.2558021482669699
17.96083333,74.91416667,0.08524030944790756
17.96111111,74.85333333,0.17052122885743873
17.96111111,74.865,0.10656053930029036
17.96111111,74.91138889,0.2558021482669699
17.96111111,75.09111111,0.2669698877134561
17.96138889,74.85944444,0.35732705232593553
17.96138889,74.86138889,0.2344819184145871
17.96138889,74.87361111,0.29844260797173544
17.96138889,74.87416667,0.17052122885743873
17.96138889,74.91555556,0.21316168856220433
17.96166667,74.8575,0.4263639870860322
17.96166667,74.85861111,0.447684216938415
17.96166667,74.86194444,0.21316168856220433
17.96166667,74.86305556,0.5756055960527118
17.96166667,74.87972222,0.2558021482669699
17.96166667,74.90277778,0.2344819184145871
17.96194444,74.86361111,0.7035269751670085
17.96194444,74.9025,0.17052122885743873
17.96194444,74.90333333,0.27712237811935264
17.96222222,74.85277778,0.34108306767650104
17.96222222,74.86388889,0.554285366200329
17.96222222,74.86527778,0.17052122885743873
17.96222222,74.87944444,0.17052122885743873
17.96222222,74.88472222,0.6182460557574774
17.96222222,74.89305556,0.2344819184145871
17.9625,74.8575,0.554285366200329
17.9625,74.86583333,0.5116449064955634
17.9625,74.87166667,0.143109504761518
17.9625,74.87722222,0.12788076915267313
17.9625,74.885,0.17052122885743873
17.96277778,74.86472222,0.4690044467907978
17.96277778,74.87027778,0.29844260797173544
17.96277778,74.8725,0.34108306767650104
17.96277778,74.88611111,0.34108306767650104
17.96277778,74.90416667,0.6811914962740361
17.96277778,74.905,0.4050437572336494
17.96305556,74.86722222,0.4903246766431805
17.96305556,74.88611111,0.3837235273812666
17.96305556,74.90361111,0.3624032975288838
17.96305556,74.91527778,0.447684216938415
17.96305556,74.91638889,0.8527685841336881
17.96333333,74.85722222,0.3837235273812666
17.96333333,74.88583333,0.10656053930029036
17.96333333,74.8975,0.19184145870982153
17.96361111,74.87333333,0.14920099900505596
17.96361111,74.90305556,0.5969258259050946
17.96388889,74.85666667,0.2344819184145871
17.96388889,74.87666667,0.4263639870860322
17.96388889,74.87972222,0.6395662856098602
17.96416667,74.86833333,0.2558021482669699
17.96416667,74.87027778,0.3624032975288838
17.96416667,74.87444444,0.2344819184145871
17.96416667,74.9225,0.3837235273812666
17.96444444,74.86722222,0.29844260797173544
17.96444444,74.87027778,0.447684216938415
17.96444444,74.88,0.27712237811935264
17.96444444,74.90361111,0.3624032975288838
17.96472222,74.88222222,0.5116449064955634
17.96472222,74.88638889,0.5329651363479462
17.96472222,74.91416667,0.21316168856220433
17.965,74.88,0.3837235273812666
17.965,74.915,0.5116449064955634
17.96527778,74.85805556,0.14920099900505596
17.96527778,74.88055556,0.4903246766431805
17.96527778,74.89166667,0.4690044467907978
17.96527778,74.9025,0.5329651363479462
17.96527778,74.92222222,0.6182460557574774
17.96555556,74.86333333,0.31976283782411824
17.96555556,74.87166667,0.2344819184145871
17.96555556,74.91444444,0.4903246766431805
17.96555556,74.91694444,0.2558021482669699
17.96583333,74.89555556,0.5116449064955634
17.96611111,74.87416667,0.9167292736908363
17.96611111,74.88055556,0.2415886616987147
17.96611111,74.9025,0.27712237811935264
17.96611111,74.9175,0.31976283782411824
17.96638889,74.88277778,0.6395662856098602
17.96638889,74.88305556,0.2344819184145871
17.96638889,74.89111111,0.5116449064955634
17.96638889,74.89166667,0.4263639870860322
17.96638889,74.91777778,0.6395662856098602
17.96638889,74.92083333,0.6182460557574774
17.96638889,74.93166667,0.5756055960527118
17.96666667,74.86694444,0.17052122885743873
17.96666667,74.90444444,0.6608865154622429
17.96666667,74.91,0.21316168856220433
17.96694444,74.86527778,0.4050437572336494
17.96694444,74.87583333,0.3837235273812666
17.96722222,74.86666667,0.4903246766431805
17.96722222,74.87472222,0.27712237811935264
17.96722222,74.90527778,0.27712237811935264
17.9675,74.87333333,0.34108306767650104
17.9675,74.87916667,0.29844260797173544
17.9675,74.88083333,0.143109504761518
17.96777778,74.86833333,0.29844260797173544
17.96777778,74.86888889,0.31976283782411824
17.96777778,74.88083333,0.4263639870860322
17.96777778,74.89222222,0.31976283782411824
17.96805556,74.86972222,0.27712237811935264
17.96805556,74.87666667,0.5969258259050946
17.96805556,74.88138889,0.31976283782411824
17.96805556,74.90194444,0.29844260797173544
17.96833333,74.89416667,0.3837235273812666
17.96833333,74.91611111,0.3837235273812666
17.96861111,74.88111111,0.6608865154622429
17.96861111,74.90527778,0.4263639870860322
17.96861111,74.91361111,0.27712237811935264
17.96888889,74.86777778,0.31976283782411824
17.96888889,74.87972222,0.616215557676298
17.96888889,74.88305556,0.2558021482669699
17.96888889,74.90944444,0.6822067453146257
17.96916667,74.87805556,0.5329651363479462
17.96916667,74.88194444,0.12788076915267313
17.96916667,74.91888889,0.4690044467907978
17.96944444,74.86472222,0.10656053930029036
17.96944444,74.87388889,0.21316168856220433
17.96944444,74.88055556,0.31976283782411824
17.96944444,74.89194444,0.3179353895510568
17.96944444,74.89305556,0.4263639870860322
17.96944444,74.91333333,0.5116449064955634
17.96944444,74.91972222,0.5329651363479462
17.96972222,74.86222222,0.21316168856220433
17.96972222,74.90527778,0.2558021482669699
17.97,74.86111111,0.3837235273812666
17.97,74.87916667,0.8527685841336881
17.97,74.88,0.21316168856220433
17.97,74.88333333,0.4263639870860322
17.97,74.89111111,0.21316168856220433
17.97,74.89138889,0.29844260797173544
17.97,74.89333333,0.4263639870860322
17.97,74.97472222,0.4263639870860322
17.97027778,74.87277778,0.7461674348717741
17.97027778,74.88472222,0.5756055960527118
17.97027778,74.89111111,0.26646226319316124
17.97027778,74.89333333,0.28002599037543907
17.97027778,74.89666667,0.31976283782411824
17.97027778,74.90416667,0.3837235273812666
17.97027778,74.92,0.447684216938415
17.97055556,74.87444444,0.10656053930029036
17.97055556,74.88666667,0.3837235273812666
17.97083333,74.87722222,0.17052122885743873
17.97083333,74.89194444,0.24169018660277367
17.97083333,74.91277778,0.554285366200329
17.97111111,74.88694444,0.4263639870860322
17.97111111,74.89638889,0.2988487075879713
17.97111111,74.90111111,0.2558021482669699
17.97111111,74.91611111,0.6182460557574774
17.97138889,74.86888889,0.29844260797173544
17.97138889,74.87916667,0.31976283782411824
17.97138889,74.88111111,0.21316168856220433
17.97138889,74.89638889,0.5756055960527118
17.97138889,74.9075,0.3837235273812666
17.97166667,74.87027778,0.5969258259050946
17.97166667,74.89194444,0.4690044467907978
17.97166667,74.89638889,0.3049402018315092
17.97194444,74.86638889,0.0018782107250908647
17.97194444,74.87361111,0.21316168856220433
17.97222222,74.8725,0.3837235273812666
17.97222222,74.88666667,0.31976283782411824
17.9725,74.895,0.447684216938415
17.97277778,74.86222222,0.7674876647241569
17.97277778,74.86305556,0.2415886616987147
17.97277778,74.86527778,0.4903246766431805
17.97277778,74.87277778,0.8101281244289225
17.97277778,74.87916667,0.27712237811935264
17.97277778,74.90611111,0.27712237811935264
17.97305556,74.86388889,0.2415886616987147
17.97305556,74.88138889,0.34108306767650104
17.97333333,74.875,0.2558021482669699
17.97333333,74.90138889,0.6395662856098602
17.97361111,74.86138889,0.19184145870982153
17.97361111,74.87361111,0.554285366200329
17.97361111,74.87583333,0.34108306767650104
17.97361111,74.87916667,0.21316168856220433
17.97361111,74.91194444,0.7035269751670085
17.97388889,74.90583333,0.34108306767650104
17.97416667,74.89888889,0.4263639870860322
17.97444444,74.56361111,0.32392535889053586
17.97444444,74.86222222,0.4263639870860322
17.97444444,74.89388889,0.2558021482669699
17.97444444,74.89416667,0.28544742025218783
17.97444444,74.89694444,0.4050437572336494
17.97444444,74.89722222,0.2988487075879713
17.975,74.87027778,0.19184145870982153
17.975,74.87111111,0.5116449064955634
17.975,74.88111111,0.554285366200329
17.97527778,74.86305556,0.4903246766431805
17.97555556,74.87055556,0.7248472050193913
17.97555556,74.88111111,0.7674876647241569
17.97555556,74.90388889,0.21316168856220433
17.97583333,74.86277778,0.7674876647241569
17.97583333,74.87083333,0.21316168856220433
17.97611111,74.86388889,0.2344819184145871
17.97611111,74.87166667,0.2344819184145871
17.97611111,74.88666667,0.27712237811935264
17.97638889,74.87222222,0.12788076915267313
17.97638889,74.87277778,0.5116449064955634
17.97666667,74.86944444,0.7461674348717741
17.97666667,74.88722222,0.27712237811935264
17.97694444,74.86222222,0.4263639870860322
17.97694444,74.86638889,0.7035269751670085
17.97694444,74.87277778,0.6608865154622429
17.97694444,74.90722222,0.4050437572336494
17.97722222,74.88111111,0.6395662856098602
17.97722222,74.89138889,0.10656053930029036
17.97722222,74.90055556,0.3837235273812666
17.9775,74.86277778,0.4679891977502081
17.9775,74.86888889,0.3624032975288838
17.9775,74.88027778,0.2344819184145871
17.9775,74.88527778,0.5969258259050946
17.9775,74.90361111,0.12788076915267313
17.97777778,74.87305556,0.4690044467907978
